100;3;11
105;3;12
110;4;11
115;3;12
120;3;12
126;3;12
132;4;12
138;4;12
144;4;12
151;4;14
158;5;12
165;4;15
173;5;15
181;4;12
190;4;12
199;4;12
208;4;13
218;4;13
228;4;13
239;4;13
250;4;13
262;5;13
275;5;13
288;5;13
302;5;13
317;5;14
332;5;13
348;5;13
365;5;14
383;5;14
402;5;14
422;5;14
443;5;14
465;5;14
488;5;14
512;5;14
537;5;15
563;5;15
591;5;14
620;5;16
651;6;16
683;5;15
717;5;16
752;7;18
789;7;18
828;7;17
869;7;18
912;7;16
957;5;16
1004;5;16
1054;6;16
1106;6;16
1161;6;16
1219;6;16
1279;6;16
1342;6;16
1409;6;16
1479;6;16
1552;6;17
1629;6;17
1710;6;17
1795;6;17
1884;6;17
1978;6;17
2076;6;17
2179;6;17
2287;6;17
2401;6;17
2521;7;17
2647;7;18
2779;6;18
2917;6;18
3062;6;18
3215;6;18
3375;6;18
3543;6;18
3720;6;18
3906;6;18
4101;7;18
4306;7;18
4521;7;18
4747;7;18
4984;7;19
5233;7;19
5494;7;19
5768;7;19
6056;7;19
6358;7;19
6675;7;19
7008;7;19
7358;7;19
7725;7;19
8111;7;19
8516;8;20
8941;8;20
9388;8;20
9857;8;20
10349;8;20
10866;8;20
11409;8;20
11979;8;20
12577;8;21
13205;8;21
13865;8;21
14558;8;21
15285;8;21
16049;8;21
16851;8;21
17693;8;21
18577;8;21
19505;8;22
20480;8;22
21504;8;22
22579;8;22
23707;8;22
24892;8;22
26136;8;22
27442;8;22
28814;8;22
30254;8;23
31766;8;23
33354;9;23
35021;9;23
36772;9;23
38610;9;23
40540;9;23
42567;9;23
44695;9;23
46929;9;23
49275;9;24
51738;9;24
54324;9;24
57040;9;24
59892;9;24
62886;9;24
66030;9;24
69331;9;25
72797;9;25
76436;9;25
80257;9;25
84269;9;25
88482;9;25
92906;9;25
97551;9;25
102428;9;26
107549;9;26
112926;9;26
118572;9;26
124500;9;26
130725;9;26
137261;10;27
144124;10;27
151330;10;26
158896;10;27
166840;10;27
175182;10;27
183941;10;28
193138;10;28
202794;10;27
212933;10;27
223579;10;28
234757;10;28
246494;10;28
258818;11;29
271758;11;29
285345;12;29
299612;11;29
314592;12;29
330321;12;29
346837;12;29
364178;12;30
382386;12;30
401505;12;30
421580;12;30
442659;12;31
464791;12;31
488030;12;31
512431;12;32
538052;13;32
564954;13;32
593201;13;32
622861;13;32
654004;13;33
686704;13;33
721039;12;34
757090;13;33
794944;12;33
834691;13;34
876425;13;34
920246;13;34
966258;13;34
1000000;13;34
